complaint_id,ward,category,priority,status,date,latitude,longitude,rainfall,traffic,population,department
CMP-005609,Ward-35,Traffic Signal Fault,Low,Resolved,2026-01-24,12.823044,77.457054,43.6,53.9,45007,Water Board
CMP-005610,Ward-6,Water Supply,Critical,In Progress,2024-02-01,12.83819,77.455989,113.6,13.6,64797,Roads & Infrastructure
CMP-005611,Ward-22,Noise Pollution,Medium,In Progress,2025-11-07,13.040097,77.556038,121.7,64.9,16504,Sanitation
CMP-005612,Ward-24,Garbage Collection,Low,In Progress,2025-09-10,12.938919,77.437554,18.2,107.6,109646,Water Board
CMP-005613,Ward-34,Encroachment,Low,Resolved,2025-04-02,12.888607,77.480254,0,20.9,87603,Sanitation
CMP-005614,Ward-18,Noise Pollution,Low,Resolved,2025-08-26,12.79153,77.447244,28.6,42.9,112912,Parks & Environment
CMP-005615,Ward-25,Noise Pollution,Medium,Closed,2024-02-04,13.00916,77.477938,38.5,76.0,28947,Sanitation
CMP-005616,Ward-36,Road Damage,Medium,Closed,2024-07-15,12.763312,77.406694,51.8,41.8,51500,Roads & Infrastructure
CMP-005617,Ward-11,Noise Pollution,High,Open,2025-03-20,13.012259,77.504482,43.3,82.4,36319,Sanitation
CMP-005618,Ward-4,Road Damage,Low,Closed,2024-10-29,12.974397,77.600595,36.3,41.4,51463,Roads & Infrastructure
CMP-005619,Ward-40,Sewage Overflow,Low,Resolved,2025-05-06,12.773107,77.590368,51.3,38.3,110448,General Administration
CMP-005620,Ward-3,Stray Animals,Critical,Resolved,2025-02-17,12.763359,77.465463,32.2,32.9,41062,Urban Planning
CMP-005621,Ward-10,Road Damage,Medium,Open,2024-09-06,12.774028,77.593407,74.8,122.8,45512,Water Board
CMP-005622,Ward-40,Illegal Construction,Low,Open,2026-02-11,12.764384,77.588812,25.4,49.4,110448,Electrical
CMP-005623,Ward-34,Traffic Signal Fault,Low,Open,2025-10-26,12.885406,77.475856,17.1,32.3,87603,Roads & Infrastructure
CMP-005624,Ward-10,Garbage Collection,High,Resolved,2024-10-09,12.767032,77.606164,72.5,99.1,45512,Electrical
CMP-005625,Ward-2,Public Nuisance,Medium,Open,2024-05-06,12.782003,77.631938,97.4,46.3,19165,Water Board
CMP-005626,Ward-33,Streetlight Outage,Low,Open,2025-09-20,12.965522,77.518184,38.8,17.0,82839,Water Board
CMP-005627,Ward-1,Noise Pollution,Medium,Open,2025-11-05,12.937752,77.405016,41.8,42.2,111530,General Administration
CMP-005628,Ward-35,Garbage Collection,Medium,Closed,2025-04-15,12.81627,77.460426,8.8,46.4,45007,Water Board
CMP-005629,Ward-16,Water Logging,High,Pending,2025-10-22,12.865665,77.422402,69.7,135.4,109098,Traffic Police
CMP-005630,Ward-19,Public Nuisance,Low,Resolved,2025-09-26,12.915777,77.665826,40.9,72.1,33131,Sanitation
CMP-005631,Ward-26,Streetlight Outage,High,Resolved,2025-10-19,13.020519,77.495744,68.1,30.8,35032,Parks & Environment
CMP-005632,Ward-33,Garbage Collection,Low,Open,2026-02-24,12.971515,77.524497,97.4,72.2,82839,Parks & Environment
CMP-005633,Ward-32,Water Supply,Medium,Pending,2024-11-24,12.873677,77.460684,48.0,61.1,41365,Urban Planning
CMP-005634,Ward-15,Power Outage,Medium,Open,2024-11-09,12.843586,77.632651,46.1,106.9,56347,Sanitation
CMP-005635,Ward-18,Power Outage,Low,Open,2024-04-21,12.796287,77.443431,32.8,90.6,112912,Urban Planning
CMP-005636,Ward-20,Air Pollution,Medium,Resolved,2024-02-05,12.905834,77.427829,54.8,44.0,97240,Electrical
CMP-005637,Ward-10,Streetlight Outage,Low,In Progress,2024-11-22,12.769192,77.605165,83.6,118.3,45512,Sanitation
CMP-005638,Ward-17,Garbage Collection,Medium,Open,2025-01-14,12.835272,77.600374,40.9,87.6,75142,Sanitation
CMP-005639,Ward-31,Sewage Overflow,Medium,Resolved,2025-08-21,12.94146,77.676708,42.3,41.1,94507,General Administration
CMP-005640,Ward-29,Noise Pollution,Low,In Progress,2025-11-27,12.825523,77.46605,31.3,46.3,110932,Roads & Infrastructure
CMP-005641,Ward-22,Road Damage,Critical,Closed,2026-02-20,13.050012,77.552072,113.4,52.3,16504,General Administration
CMP-005642,Ward-30,Garbage Collection,High,Pending,2025-04-09,12.898492,77.420328,84.4,70.9,31828,Traffic Police
CMP-005643,Ward-31,Water Supply,Low,Resolved,2024-09-14,12.947445,77.683373,26.1,44.2,94507,Water Board
CMP-005644,Ward-40,Road Damage,Low,Open,2024-08-11,12.773844,77.592032,39.7,41.0,110448,Traffic Police
CMP-005645,Ward-10,Power Outage,Low,Pending,2026-05-15,12.766182,77.594531,53.9,57.6,45512,Water Board
CMP-005646,Ward-27,Water Supply,Medium,Resolved,2024-10-11,12.8692,77.448632,56.7,87.4,15074,Sanitation
CMP-005647,Ward-31,Power Outage,Medium,Resolved,2026-06-08,12.948297,77.682732,45.9,81.0,94507,Electrical
CMP-005648,Ward-38,Water Supply,Low,Resolved,2025-05-23,12.926652,77.47893,57.0,49.1,27363,Parks & Environment
CMP-005649,Ward-40,Streetlight Outage,Medium,Pending,2026-05-16,12.758313,77.599111,95.7,37.8,110448,Urban Planning
CMP-005650,Ward-15,Public Nuisance,High,Closed,2024-01-02,12.83823,77.633879,1.0,87.3,56347,General Administration
CMP-005651,Ward-17,Tree Fall,Medium,Open,2025-11-01,12.850583,77.595794,48.8,95.3,75142,Sanitation
CMP-005652,Ward-6,Water Logging,Medium,In Progress,2024-03-01,12.835543,77.460513,71.6,22.0,64797,Roads & Infrastructure
CMP-005653,Ward-32,Public Nuisance,Medium,Open,2024-10-31,12.869077,77.472957,50.4,68.2,41365,Sanitation
CMP-005654,Ward-29,Garbage Collection,Medium,Resolved,2024-03-16,12.828303,77.473657,40.4,28.5,110932,Water Board
CMP-005655,Ward-35,Sewage Overflow,Low,Resolved,2024-02-01,12.825821,77.471075,58.6,120.3,45007,Parks & Environment
CMP-005656,Ward-21,Road Damage,Medium,Closed,2024-03-04,12.792668,77.597625,37.3,68.6,93104,Roads & Infrastructure
CMP-005657,Ward-22,Power Outage,Medium,Open,2025-09-03,13.039137,77.561867,62.6,104.5,16504,Traffic Police
CMP-005658,Ward-5,Road Damage,Critical,Closed,2025-11-17,12.989725,77.397155,63.9,92.9,59597,General Administration
CMP-005659,Ward-36,Tree Fall,Low,In Progress,2025-12-25,12.774764,77.407605,103.5,62.0,51500,Electrical
CMP-005660,Ward-25,Air Pollution,Low,Open,2025-11-26,13.006457,77.483155,1.0,46.7,28947,General Administration
CMP-005661,Ward-20,Power Outage,Low,Open,2025-11-19,12.896564,77.424522,23.7,56.4,97240,Traffic Police
CMP-005662,Ward-37,Water Logging,Medium,Open,2024-04-21,12.941814,77.46184,49.5,54.7,89847,Water Board
CMP-005663,Ward-38,Water Supply,High,Resolved,2024-10-05,12.924082,77.474036,,93.1,27363,Water Board
CMP-005664,Ward-5,Encroachment,Critical,Resolved,2026-04-10,13.000418,77.401675,74.6,92.3,59597,Traffic Police
CMP-005665,Ward-11,Stray Animals,Low,In Progress,2025-02-13,13.013349,77.515828,13.4,40.5,36319,General Administration
CMP-005666,Ward-38,Water Logging,Medium,Open,2026-05-27,12.925737,77.464985,34.4,77.0,27363,Electrical
CMP-005667,Ward-3,Water Supply,Medium,Resolved,2025-01-28,12.76677,77.468321,52.1,27.8,41062,General Administration
CMP-005668,Ward-5,Noise Pollution,Low,Resolved,2024-10-16,12.992642,77.398502,88.1,92.9,59597,Sanitation
CMP-005669,Ward-5,Encroachment,Critical,Resolved,2025-10-11,12.987971,77.409425,53.8,46.5,59597,Water Board
CMP-005670,Ward-13,Air Pollution,Medium,Closed,2025-03-16,12.772484,77.591034,92.8,66.1,75589,General Administration
CMP-005671,Ward-39,Streetlight Outage,Low,In Progress,2024-01-28,12.770114,77.523261,28.3,69.1,110561,Roads & Infrastructure
CMP-005672,Ward-17,Public Nuisance,Low,Pending,2024-11-21,12.840553,77.59325,47.6,70.9,75142,General Administration
CMP-005673,Ward-38,Noise Pollution,High,Resolved,2026-03-17,12.915932,77.464938,41.7,30.5,27363,Water Board
CMP-005674,Ward-33,Air Pollution,Critical,Resolved,2025-10-05,12.965865,77.523267,76.6,76.6,82839,Sanitation
CMP-005675,Ward-38,Traffic Signal Fault,High,Pending,2024-08-20,12.932271,77.480297,43.2,107.7,27363,Parks & Environment
CMP-005676,Ward-26,Road Damage,Medium,Open,2025-06-28,13.009386,77.486283,62.8,134.5,35032,Water Board
CMP-005677,Ward-5,Air Pollution,Low,Pending,2024-09-18,12.983262,77.401228,38.9,77.0,59597,General Administration
CMP-005678,Ward-13,Sewage Overflow,Low,Resolved,2024-10-16,12.768924,77.583208,59.3,45.5,75589,General Administration
CMP-005679,Ward-36,Traffic Signal Fault,High,Pending,2025-07-10,12.775042,77.414299,34.8,75.9,51500,Roads & Infrastructure
CMP-005680,Ward-4,Sewage Overflow,Medium,Open,2025-05-09,12.961348,77.602464,64.7,65.9,51463,Water Board
CMP-005681,Ward-30,Garbage Collection,Medium,Resolved,2025-12-12,,,97.6,84.1,31828,Parks & Environment
CMP-005682,Ward-6,Power Outage,Critical,Open,2024-10-10,12.824096,77.466992,104.5,28.2,64797,Parks & Environment
CMP-005683,Ward-13,Garbage Collection,Low,Open,2024-07-14,12.767663,77.587297,53.2,35.6,75589,General Administration
CMP-005684,Ward-24,Water Logging,Medium,Open,2026-01-23,12.947078,77.433004,79.8,55.5,109646,Roads & Infrastructure
CMP-005685,Ward-34,Stray Animals,Low,Closed,2026-06-08,12.884296,77.46728,13.9,31.0,87603,Electrical
CMP-005686,Ward-17,Sewage Overflow,Medium,Closed,2026-05-16,12.853434,77.598895,52.2,90.2,75142,Traffic Police
CMP-005687,Ward-35,Garbage Collection,Low,Resolved,2024-04-05,12.826268,77.458411,44.0,99.6,45007,Sanitation
CMP-005688,Ward-7,Garbage Collection,Low,Closed,2024-02-14,12.781917,77.65065,118.1,60.2,110647,Electrical
CMP-005689,Ward-23,Stray Animals,High,Open,2025-12-13,12.949608,77.43853,65.3,57.1,115741,Water Board
CMP-005690,Ward-8,Traffic Signal Fault,Low,Closed,2026-05-08,12.888793,77.438593,37.1,19.1,53427,Water Board
CMP-005691,Ward-30,Road Damage,Critical,Pending,2025-02-15,12.897494,77.418208,60.4,67.0,31828,Electrical
CMP-005692,Ward-14,Garbage Collection,Low,Resolved,2026-06-29,12.869564,77.692566,19.0,104.1,104733,Water Board
CMP-005693,Ward-18,Streetlight Outage,Medium,Closed,2025-07-22,12.798117,77.434298,45.4,63.7,112912,Traffic Police
CMP-005694,Ward-26,Road Damage,Low,Resolved,2024-04-08,13.004652,77.492442,21.3,50.0,35032,Parks & Environment
CMP-005695,Ward-25,Road Damage,High,In Progress,2025-08-30,13.012091,77.477149,46.1,50.9,28947,General Administration
CMP-005696,Ward-37,Power Outage,Medium,Pending,2025-04-16,12.948175,77.457402,33.1,80.2,89847,Electrical
CMP-005697,Ward-2,Road Damage,Low,Resolved,2026-04-25,12.771759,77.61427,64.2,74.9,19165,Urban Planning
CMP-005698,Ward-23,Power Outage,High,Pending,2024-05-22,12.945759,77.427703,163.2,115.1,115741,Roads & Infrastructure
CMP-005699,Ward-1,Power Outage,Medium,In Progress,2024-02-20,12.939586,77.413539,11.9,30.0,111530,Electrical
CMP-005700,Ward-4,Water Supply,High,In Progress,2024-12-24,12.957384,77.613248,77.9,54.4,51463,Water Board
CMP-005701,Ward-31,Power Outage,Low,Resolved,2025-05-07,12.942955,77.687421,29.3,72.7,94507,Urban Planning
CMP-005702,Ward-26,Public Nuisance,Medium,In Progress,2024-02-18,13.010132,77.49091,83.8,78.9,35032,General Administration
CMP-005703,Ward-40,Garbage Collection,High,Resolved,2026-02-14,12.77351,77.591975,0,4.7,110448,Parks & Environment
CMP-005704,Ward-2,Garbage Collection,Low,Resolved,2026-06-23,12.788534,77.619096,0,38.9,19165,Roads & Infrastructure
CMP-005705,Ward-9,Stray Animals,High,In Progress,2024-07-22,12.995194,77.594751,157.8,36.6,107349,Roads & Infrastructure
CMP-005706,Ward-33,Encroachment,High,In Progress,2025-03-06,12.968788,77.522187,9.8,85.2,82839,Water Board
CMP-005707,Ward-37,Illegal Construction,High,Open,2026-06-18,12.960674,77.455558,18.8,90.3,89847,Traffic Police
CMP-005708,Ward-10,Streetlight Outage,Medium,Open,2025-06-22,12.769744,77.59625,78.6,45.8,45512,Parks & Environment
CMP-005709,Ward-8,Water Supply,Medium,Resolved,2026-01-02,12.884057,77.430952,19.3,33.7,53427,Parks & Environment
CMP-005710,Ward-16,Water Supply,Low,In Progress,2025-07-23,12.878403,77.420977,55.8,81.1,109098,Sanitation
CMP-005711,Ward-23,Road Damage,Low,Resolved,2026-05-05,12.954545,77.432153,93.2,115.0,115741,Electrical
CMP-005712,Ward-25,Water Logging,Low,Resolved,2024-06-01,13.019848,77.473877,34.8,30.4,28947,General Administration
CMP-005713,Ward-36,Air Pollution,High,Open,2025-01-04,12.763517,77.41586,32.1,59.9,51500,Sanitation
CMP-005714,Ward-1,Streetlight Outage,Medium,Resolved,2026-02-25,12.945951,77.415641,41.8,26.8,111530,Sanitation
CMP-005715,Ward-40,Sewage Overflow,High,Resolved,2024-02-14,12.761514,77.596573,9.0,37.6,110448,Sanitation
CMP-005716,Ward-29,Power Outage,Medium,Open,2025-09-12,12.818987,77.480826,29.2,26.5,110932,General Administration
CMP-005717,Ward-12,Traffic Signal Fault,Critical,Open,2025-05-12,12.859615,77.468155,29.3,108.7,99939,Roads & Infrastructure
CMP-005718,Ward-33,Garbage Collection,Low,Pending,2025-08-31,12.972379,77.52905,59.2,62.5,82839,Electrical
CMP-005719,Ward-16,Water Supply,Medium,Resolved,2025-01-24,12.87567,77.417228,1.5,52.6,109098,Water Board
CMP-005720,Ward-19,Road Damage,Critical,Resolved,2025-11-05,12.923899,77.668673,32.8,59.9,33131,General Administration
CMP-005721,Ward-24,Public Nuisance,Low,Closed,2025-11-20,12.933202,77.432604,31.7,74.5,109646,Electrical
CMP-005722,Ward-15,Garbage Collection,Medium,Resolved,2025-08-17,12.844566,77.638295,43.2,76.4,56347,Roads & Infrastructure
CMP-005723,Ward-28,Water Supply,Low,Resolved,2026-03-08,12.932805,77.54849,21.5,83.3,55306,Electrical
CMP-005724,Ward-28,Garbage Collection,Medium,Resolved,2026-04-10,12.923544,77.553015,43.1,44.2,55306,Parks & Environment
CMP-005725,Ward-17,Water Supply,Critical,Resolved,2025-03-29,12.844837,77.587207,55.5,68.5,75142,Water Board
CMP-005726,Ward-33,Road Damage,Medium,Open,2025-12-10,12.954751,77.517467,82.2,80.2,82839,Roads & Infrastructure
CMP-005727,Ward-26,Sewage Overflow,High,In Progress,2025-05-24,13.017104,77.497537,63.8,66.5,35032,Water Board
CMP-005728,Ward-5,Sewage Overflow,Low,Pending,2025-12-06,12.990817,77.393194,99.1,95.6,59597,Water Board
CMP-005729,Ward-1,Power Outage,Medium,Resolved,2026-03-27,12.937986,77.402422,73.4,37.2,111530,Parks & Environment
CMP-005730,Ward-22,Water Supply,Medium,Closed,2025-12-21,13.04841,77.562339,89.6,40.8,16504,Sanitation
CMP-005731,Ward-40,Stray Animals,Low,Open,2025-04-28,12.772665,77.604067,116.4,28.3,110448,Traffic Police
CMP-005732,Ward-8,Encroachment,Medium,Closed,2024-07-26,12.891599,77.436843,93.3,46.1,53427,General Administration
CMP-005733,Ward-28,Road Damage,Low,In Progress,2025-07-31,12.929975,77.550167,4.6,49.7,55306,Urban Planning
CMP-005734,Ward-37,Power Outage,Medium,Resolved,2025-05-20,12.954223,77.461783,60.2,80.5,89847,Parks & Environment
CMP-005735,Ward-17,Stray Animals,Critical,In Progress,2024-01-31,12.852767,77.59933,30.8,112.0,75142,Water Board
CMP-005736,Ward-13,Stray Animals,Medium,Resolved,2024-04-02,12.763485,77.583901,20.1,27.9,75589,Electrical
CMP-005737,Ward-40,Garbage Collection,Medium,Open,2024-01-30,12.758197,77.587765,16.3,22.4,110448,Traffic Police
CMP-005738,Ward-16,Garbage Collection,Low,In Progress,2025-04-05,12.860624,77.415869,126.5,70.8,109098,Traffic Police
CMP-005739,Ward-18,Air Pollution,Low,Pending,2026-01-18,12.794571,77.438229,22.1,42.1,112912,Sanitation
CMP-005740,Ward-38,Tree Fall,Medium,Resolved,2024-07-12,12.932664,77.472992,16.2,35.8,27363,General Administration
CMP-005741,Ward-35,Encroachment,Low,Resolved,2025-10-09,12.820833,77.460942,49.9,3.0,45007,Water Board
CMP-005742,Ward-27,Garbage Collection,Low,In Progress,2025-08-30,12.864555,77.448173,0,103.4,15074,Urban Planning
CMP-005743,Ward-10,Garbage Collection,High,Open,2024-05-03,12.769785,77.603874,105.8,81.7,45512,General Administration
CMP-005744,Ward-34,Road Damage,Medium,Open,2024-06-11,12.884263,77.475983,11.8,32.5,87603,Water Board
CMP-005745,Ward-23,Road Damage,Low,In Progress,2025-08-19,12.960347,77.43599,49.1,61.4,115741,Parks & Environment
CMP-005746,Ward-32,Road Damage,Medium,In Progress,2025-01-19,12.869941,77.460161,45.1,52.0,41365,Roads & Infrastructure
CMP-005747,Ward-32,Streetlight Outage,High,In Progress,2025-06-28,12.884624,77.47232,24.4,69.0,41365,General Administration
CMP-005748,Ward-19,Sewage Overflow,Low,Resolved,2025-03-26,,,51.9,45.6,33131,Electrical
CMP-005749,Ward-9,Public Nuisance,Medium,Pending,2025-04-19,13.001526,77.586155,71.0,83.5,107349,Urban Planning
CMP-005750,Ward-33,Water Logging,High,Resolved,2026-02-14,12.973609,77.524051,74.6,56.4,82839,Urban Planning
CMP-005751,Ward-35,Road Damage,Medium,In Progress,2025-02-17,12.821615,77.465377,40.1,64.4,45007,General Administration
CMP-005752,Ward-33,Illegal Construction,High,Open,2025-05-11,12.967375,77.523404,57.3,54.8,82839,Parks & Environment
CMP-005753,Ward-18,Tree Fall,Medium,Resolved,2025-09-16,12.787709,77.440927,66.3,74.2,112912,Water Board
CMP-005754,Ward-36,Water Supply,Critical,Closed,2024-10-18,12.764558,77.41617,31.9,41.5,51500,Electrical
CMP-005755,Ward-32,Power Outage,Critical,Pending,2024-09-08,12.884776,77.468858,120.0,147.7,41365,Traffic Police
CMP-005756,Ward-1,Garbage Collection,Medium,In Progress,2026-05-23,12.95086,77.403206,79.7,56.6,111530,General Administration
CMP-005757,Ward-25,Encroachment,Medium,In Progress,2025-12-04,13.017213,77.481945,21.8,50.7,28947,Roads & Infrastructure
CMP-005758,Ward-35,Stray Animals,High,Open,2025-12-04,12.819179,77.456705,51.1,106.1,45007,Parks & Environment
CMP-005759,Ward-37,Tree Fall,Low,Pending,2025-08-23,12.954314,77.468557,40.2,62.7,89847,Urban Planning
CMP-005760,Ward-10,Sewage Overflow,Medium,Resolved,2026-05-30,12.777623,77.604636,58.1,89.1,45512,General Administration
CMP-005761,Ward-9,Tree Fall,High,Open,2025-05-15,12.99088,77.594321,33.0,87.1,107349,Sanitation
CMP-005762,Ward-36,Noise Pollution,Medium,Open,2025-06-04,12.775013,77.414122,43.6,61.0,51500,Urban Planning
CMP-005763,Ward-11,Streetlight Outage,Low,Closed,2024-10-04,13.019268,77.523435,64.0,64.2,36319,Parks & Environment
CMP-005764,Ward-22,Water Supply,Medium,Resolved,2025-08-05,13.044171,77.553824,46.8,109.9,16504,Traffic Police
CMP-005765,Ward-5,Water Supply,Low,Resolved,2024-09-28,12.991836,77.408553,22.4,102.0,59597,Water Board
CMP-005766,Ward-24,Road Damage,High,In Progress,2025-10-31,12.935343,77.42648,41.0,57.9,109646,Electrical
CMP-005767,Ward-31,Stray Animals,High,Pending,2024-10-23,12.953421,77.674542,23.1,89.2,94507,General Administration
CMP-005768,Ward-23,Road Damage,Low,Resolved,2025-04-10,12.951977,77.426164,139.6,92.2,115741,General Administration
CMP-005769,Ward-11,Traffic Signal Fault,High,Resolved,2026-06-11,13.019644,77.520555,74.4,49.5,36319,Electrical
CMP-005770,Ward-36,Traffic Signal Fault,Medium,Resolved,2026-04-18,12.777158,77.408718,68.9,41.4,51500,Sanitation
CMP-005771,Ward-11,Stray Animals,Medium,Closed,2024-12-19,13.002359,77.510934,85.9,86.6,36319,Electrical
CMP-005772,Ward-4,Sewage Overflow,Medium,Open,2025-07-09,12.968087,77.610972,59.6,79.1,51463,Sanitation
CMP-005773,Ward-3,Water Supply,Low,In Progress,2026-05-11,12.757248,77.4744,82.6,48.5,41062,Roads & Infrastructure
CMP-005774,Ward-35,Streetlight Outage,Medium,Resolved,2026-06-21,12.812882,77.46812,38.0,18.7,45007,Roads & Infrastructure
CMP-005775,Ward-19,Sewage Overflow,Medium,Pending,2024-10-09,12.92634,77.667972,61.3,25.1,33131,Water Board
CMP-005776,Ward-29,Stray Animals,Low,Resolved,2026-01-26,12.811996,77.466014,111.7,22.5,110932,Roads & Infrastructure
CMP-005777,Ward-1,Encroachment,Low,Resolved,2026-01-21,12.940043,77.415169,59.2,56.8,111530,Traffic Police
CMP-005778,Ward-32,Road Damage,Medium,Resolved,2026-06-02,12.869212,77.461182,36.7,127.7,41365,Roads & Infrastructure
CMP-005779,Ward-22,Road Damage,Low,In Progress,2025-09-18,13.053863,77.551519,119.0,55.1,16504,Electrical
CMP-005780,Ward-28,Road Damage,High,Resolved,2026-04-27,12.930925,77.553595,30.4,49.8,55306,Urban Planning
CMP-005781,Ward-11,Sewage Overflow,High,In Progress,2026-06-13,13.00548,77.512144,77.3,76.3,36319,Roads & Infrastructure
CMP-005782,Ward-9,Traffic Signal Fault,Low,Resolved,2025-05-25,13.005134,77.581766,76.5,84.4,107349,General Administration
CMP-005783,Ward-21,Road Damage,High,Open,2024-10-30,12.798664,77.605466,34.2,41.9,93104,Electrical
CMP-005784,Ward-29,Noise Pollution,Critical,Resolved,2025-02-17,12.829832,77.481406,41.7,34.9,110932,Urban Planning
CMP-005785,Ward-12,Power Outage,Low,In Progress,2025-06-06,12.871036,77.470656,29.3,78.4,99939,Urban Planning
CMP-005786,Ward-22,Sewage Overflow,Low,Closed,2025-01-24,13.045244,77.555349,61.0,65.3,16504,General Administration
CMP-005787,Ward-17,Road Damage,Medium,Resolved,2025-09-15,12.848301,77.589988,81.9,125.3,75142,Water Board
CMP-005788,Ward-25,Water Supply,Medium,Closed,2025-12-25,13.012643,77.476992,54.4,45.6,28947,Sanitation
CMP-005789,Ward-4,Water Supply,Medium,Resolved,2024-08-24,12.965216,77.603461,84.1,32.7,51463,Traffic Police
CMP-005790,Ward-26,Stray Animals,Low,Resolved,2024-12-27,13.010946,77.496377,66.3,41.3,35032,Electrical
CMP-005791,Ward-26,Garbage Collection,Medium,Closed,2025-11-02,13.013046,77.483945,101.1,98.3,35032,Urban Planning
CMP-005792,Ward-11,Traffic Signal Fault,Medium,Open,2024-07-31,13.008179,77.505516,40.9,90.6,36319,Electrical
CMP-005793,Ward-24,Streetlight Outage,Low,In Progress,2025-08-31,12.940374,77.435058,27.2,20.4,109646,Sanitation
CMP-005794,Ward-35,Power Outage,High,Resolved,2026-02-12,12.810979,77.466988,36.2,51.6,45007,Water Board
CMP-005795,Ward-21,Power Outage,Low,Resolved,2024-06-07,12.806805,77.594271,98.5,45.7,93104,Roads & Infrastructure
CMP-005796,Ward-33,Sewage Overflow,Low,In Progress,2024-03-30,12.973334,77.52688,7.8,33.4,82839,Water Board
CMP-005797,Ward-7,Water Supply,Low,Pending,2025-07-24,12.780001,77.660548,70.3,49.0,110647,Water Board
CMP-005798,Ward-27,Sewage Overflow,Medium,In Progress,2025-10-21,12.860831,77.443265,63.3,66.2,15074,Parks & Environment
CMP-005799,Ward-14,Road Damage,Medium,Resolved,2024-08-02,12.865097,77.701506,26.8,54.2,104733,Parks & Environment
CMP-005800,Ward-30,Air Pollution,Low,Open,2026-03-23,12.889977,77.422496,41.0,38.6,31828,Traffic Police
CMP-005801,Ward-22,Water Supply,Medium,Open,2026-06-04,13.039034,77.563047,11.8,82.0,16504,Electrical
CMP-005802,Ward-2,Traffic Signal Fault,Low,Resolved,2025-06-27,12.774282,77.61418,32.6,60.7,19165,Electrical
CMP-005803,Ward-5,Traffic Signal Fault,Medium,Open,2025-12-27,12.992505,77.406607,62.2,57.2,59597,Sanitation
CMP-005804,Ward-24,Illegal Construction,Low,Open,2024-04-17,12.939504,77.44163,26.0,61.8,109646,Parks & Environment
CMP-005805,Ward-27,Sewage Overflow,Medium,In Progress,2025-10-03,12.862858,77.443781,72.7,65.7,15074,Traffic Police
CMP-005806,Ward-4,Public Nuisance,Critical,Resolved,2024-02-12,12.956208,77.60828,48.0,37.7,51463,Roads & Infrastructure
CMP-005807,Ward-11,Garbage Collection,Low,Pending,2025-03-16,13.007805,77.512412,17.6,92.1,36319,Urban Planning
CMP-005808,Ward-1,Road Damage,Medium,In Progress,2025-06-01,12.947379,77.398442,49.5,45.1,111530,Sanitation
CMP-005809,Ward-40,Traffic Signal Fault,Low,Open,2026-04-25,12.772942,77.603572,24.2,36.2,110448,Electrical
CMP-005810,Ward-27,Encroachment,High,Open,2026-04-22,12.855639,77.450962,91.5,100.2,15074,Traffic Police
CMP-005811,Ward-17,Road Damage,Low,Resolved,2025-05-24,12.835791,77.591526,46.1,91.5,75142,Roads & Infrastructure
CMP-005812,Ward-30,Stray Animals,Low,Open,2025-06-01,12.902646,77.428161,50.1,11.6,31828,Roads & Infrastructure
CMP-005813,Ward-25,Stray Animals,Critical,Pending,2024-09-30,13.015753,77.470113,64.6,31.5,28947,General Administration
CMP-005814,Ward-29,Traffic Signal Fault,Low,Pending,2025-10-27,12.820693,77.478609,52.9,8.1,110932,Sanitation
CMP-005815,Ward-5,Road Damage,High,Closed,2025-02-13,12.999059,77.403093,30.2,85.1,59597,Roads & Infrastructure
CMP-005816,Ward-35,Noise Pollution,Low,In Progress,2025-04-17,12.81533,77.4745,62.7,49.6,45007,General Administration
CMP-005817,Ward-10,Streetlight Outage,Critical,Resolved,2024-06-24,12.772026,77.605692,45.4,99.0,45512,Traffic Police
CMP-005818,Ward-8,Air Pollution,Low,Open,2024-08-17,12.889083,77.428876,146.2,41.7,53427,Sanitation
CMP-005819,Ward-13,Sewage Overflow,High,Resolved,2025-10-01,12.778855,77.599026,70.3,41.2,75589,Sanitation
CMP-005820,Ward-4,Encroachment,Low,Closed,2024-06-23,12.965662,77.606853,60.5,69.0,51463,Water Board
CMP-005821,Ward-31,Air Pollution,High,Resolved,2024-01-23,12.945945,77.690057,15.2,47.3,94507,Sanitation
CMP-005822,Ward-11,Noise Pollution,High,Open,2025-02-14,13.011663,77.516175,93.4,85.8,36319,Urban Planning
CMP-005823,Ward-12,Water Supply,Medium,Open,2026-02-23,12.859707,77.470306,21.7,61.0,99939,Sanitation
CMP-005824,Ward-22,Road Damage,Medium,Resolved,2025-05-16,13.044628,77.553247,69.1,91.8,16504,Sanitation
CMP-005825,Ward-35,Garbage Collection,Low,Open,2024-01-10,12.817261,77.474801,71.9,50.5,45007,Electrical
CMP-005826,Ward-35,Public Nuisance,Low,Resolved,2024-02-20,12.816842,77.47486,61.8,59.3,45007,Urban Planning
CMP-005827,Ward-22,Garbage Collection,Low,Closed,2024-08-26,13.047556,77.567468,93.2,88.5,16504,Traffic Police
CMP-005828,Ward-36,Water Supply,Medium,In Progress,2026-02-04,12.764067,77.413512,40.4,80.0,51500,Sanitation
CMP-005829,Ward-18,Road Damage,Critical,In Progress,2025-02-27,12.796513,77.435924,36.6,40.8,112912,Water Board
CMP-005830,Ward-16,Road Damage,Medium,Closed,2025-12-19,12.868024,77.42306,41.4,36.7,109098,Urban Planning
CMP-005831,Ward-11,Traffic Signal Fault,Low,Open,2025-12-26,13.017338,77.519438,16.1,65.6,36319,Parks & Environment
